duracion_supervivencia,poblacion_inicial,poblacion_total,supervivencia_max,edad_promedio,salud_promedio,clima,terreno,genotipo_fuerza,genotipo_velocidad,genotipo_resistencia,genotipo_inteligencia,genotipo_adaptabilidad,genotipo_supervivencia
11,10,15,10,37.5,100.37098606319748,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",46.0,95.0,33.0,9.0,6.0,41.0
5,10,22,5,26.285714285714285,100.24992737972612,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",18.0,30.0,59.0,16.0,63.0,42.0
12,10,27,7,30.11111111111111,100.9334936920094,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",37.0,9.0,83.0,14.0,29.0,39.0
8,10,21,8,14.1,101.3280707241373,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",66.0,66.0,89.0,68.0,65.0,59.0
13,10,41,9,13.380952380952381,100.79323914835125,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",68.0,31.0,46.0,86.0,22.0,86.0
13,10,25,11,21.727272727272727,99.64049567086195,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",96.0,25.0,76.0,79.0,98.0,96.0
8,10,20,5,17.333333333333332,100.3527795470842,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",18.0,48.0,55.0,55.0,53.0,46.0
16,10,70,13,11.548387096774194,100.59897492058695,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",83.0,28.0,45.0,80.0,19.0,78.0
5,10,14,5,23.714285714285715,100.00367615558262,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",37.0,71.0,81.0,91.0,74.0,66.0
15,10,40,9,14.636363636363637,100.42412695569124,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",45.0,94.0,20.0,81.0,22.0,88.0
8,10,23,5,24.571428571428573,100.76870502272776,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",14.0,41.0,66.0,84.0,80.0,57.0
9,10,54,6,10.714285714285714,105.95984274830893,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",77.0,26.0,10.0,7.0,76.0,42.0
4,10,11,4,48.5,100.15656084273293,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",79.0,78.0,6.0,59.0,87.0,95.0
5,10,10,5,52.6,103.74957225281305,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",32.0,24.0,99.0,40.0,93.0,17.0
9,10,17,9,30.75,101.25168221780979,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",14.0,50.0,14.0,91.0,17.0,70.0
11,10,18,9,30.0,104.87187879283209,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",5.0,40.0,7.0,98.0,44.0,42.0
12,10,25,8,32.55555555555556,100.92742019470336,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",62.0,54.0,86.0,16.0,74.0,78.0
5,10,18,4,22.428571428571427,100.81854106716335,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",53.0,20.0,33.0,30.0,96.0,72.0
6,10,13,6,26.857142857142858,100.29467707461616,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",55.0,57.0,37.0,94.0,28.0,69.0
3,10,12,3,38.4,100.07907346844198,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",18.0,48.0,80.0,85.0,41.0,75.0
12,10,22,7,18.125,103.39481550904853,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",91.0,14.0,57.0,42.0,39.0,77.0
11,10,31,6,20.25,102.68412361357784,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",71.0,48.0,48.0,12.0,53.0,56.0
8,10,32,5,14.666666666666666,107.259167042931,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",51.0,49.0,46.0,19.0,98.0,12.0
12,10,17,11,34.55555555555556,99.26145655729205,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",32.0,40.0,48.0,60.0,17.0,34.0
9,10,16,7,27.88888888888889,102.27051156722709,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",54.0,21.0,45.0,77.0,30.0,26.0
12,10,59,8,12.1,101.41551328210784,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",11.0,9.0,98.0,40.0,42.0,74.0
7,10,16,5,44.2,105.58569696062573,"{'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",55.0,42.0,50.0,43.0,86.0,88.0
13,10,25,12,21.375,100.37782879244357,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",74.0,80.0,76.0,75.0,8.0,42.0
5,10,22,4,28.22222222222222,100.78964678063454,"{'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",24.0,15.0,62.0,21.0,96.0,43.0
3,10,10,3,57.6,100.15600862523564,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",19.0,46.0,79.0,30.0,76.0,17.0
8,10,25,7,15.666666666666666,103.94433905807065,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",56.0,45.0,33.0,40.0,97.0,24.0
8,10,31,5,5.6,102.56092199996985,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",49.0,84.0,51.0,47.0,97.0,58.0
8,10,27,7,13.11111111111111,100.70215386932254,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",69.0,40.0,88.0,40.0,40.0,56.0
6,10,11,6,36.5,103.60566872767795,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",36.0,88.0,97.0,84.0,94.0,46.0
7,10,10,7,42.75,104.53461614356223,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",79.0,80.0,51.0,59.0,82.0,48.0
8,10,12,7,37.888888888888886,100.50954518055684,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",53.0,15.0,31.0,9.0,19.0,85.0
17,10,17,16,31.375,100.1449867269211,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",55.0,83.0,18.0,46.0,9.0,78.0
16,10,42,13,14.095238095238095,100.13187585905519,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",31.0,43.0,76.0,57.0,14.0,85.0
5,10,19,4,18.428571428571427,100.32356972694242,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",77.0,22.0,58.0,90.0,90.0,50.0
7,10,10,7,43.0,100.63117736942817,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",93.0,48.0,57.0,93.0,36.0,38.0
7,10,26,5,15.166666666666666,102.48998561316726,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'acantilado', 'sabana', 'pantano'}",11.0,21.0,47.0,21.0,72.0,55.0
11,10,27,10,22.166666666666668,100.86801291489847,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",80.0,28.0,37.0,13.0,29.0,84.0
12,10,41,11,11.954545454545455,102.48271978107965,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",58.0,22.0,25.0,29.0,85.0,47.0
4,10,10,4,39.5,100.05572656552033,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",94.0,94.0,97.0,99.0,11.0,44.0
8,10,25,5,7.111111111111111,102.78398001178196,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",44.0,70.0,7.0,53.0,88.0,7.0
5,10,10,5,47.6,109.75776205405157,"{'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",85.0,30.0,53.0,60.0,91.0,6.0
8,10,15,6,17.4,104.4749292098458,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'agua', 'sabana'}",99.0,27.0,75.0,38.0,87.0,51.0
8,10,22,5,36.25,102.73567241388285,"{'lluvioso', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",98.0,87.0,37.0,78.0,95.0,32.0
10,10,24,6,29.75,100.27220335133677,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",67.0,97.0,25.0,68.0,23.0,32.0
8,10,28,4,22.818181818181817,100.62464023639068,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",24.0,55.0,83.0,45.0,80.0,68.0
10,10,20,7,26.555555555555557,100.23883443665382,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",71.0,48.0,73.0,10.0,13.0,99.0
9,10,37,6,16.55,101.97151403378093,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",28.0,14.0,43.0,52.0,57.0,54.0
8,10,11,8,22.0,100.03042145959125,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",40.0,13.0,35.0,95.0,20.0,85.0
6,10,12,6,22.75,100.0,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",33.0,79.0,95.0,64.0,42.0,62.0
8,10,25,7,23.0,103.28794507518303,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",45.0,83.0,65.0,99.0,41.0,60.0
8,10,14,8,2.0,100.0881548594008,"{'lluvioso', 'soleado'}","{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",49.0,44.0,37.0,72.0,46.0,94.0
14,10,27,12,24.625,100.15128688807289,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",69.0,38.0,86.0,75.0,12.0,8.0
10,10,20,7,27.88888888888889,100.60830270274158,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",5.0,96.0,25.0,95.0,20.0,81.0
11,10,21,8,25.583333333333332,101.20980545615764,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",51.0,50.0,64.0,91.0,27.0,19.0
13,10,35,9,17.40909090909091,100.26591690772989,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",8.0,57.0,87.0,85.0,13.0,17.0
11,10,17,10,29.384615384615383,101.06307758045855,"{'lluvioso', 'tormenta', 'soleado'}","{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",62.0,17.0,10.0,16.0,41.0,10.0
8,10,21,7,21.833333333333332,97.86716259276763,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",32.0,70.0,51.0,88.0,75.0,52.0
14,10,39,11,14.695652173913043,100.2157960453517,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",37.0,94.0,86.0,12.0,9.0,97.0
7,10,18,6,30.0,100.42314316444195,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",79.0,95.0,69.0,44.0,59.0,58.0
14,10,24,8,25.846153846153847,100.63156312595076,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",76.0,6.0,13.0,7.0,24.0,31.0
7,10,22,6,22.1,102.79050118392517,"{'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",47.0,12.0,59.0,75.0,47.0,95.0
9,10,30,8,14.923076923076923,99.88066053814828,"{'lluvioso', 'tormenta', 'soleado'}","{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",84.0,64.0,34.0,9.0,93.0,73.0
11,10,30,9,18.615384615384617,99.58907927124542,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",92.0,73.0,44.0,51.0,25.0,59.0
7,10,20,7,15.6,100.05593456525516,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",67.0,20.0,77.0,10.0,53.0,92.0
5,10,13,5,33.4,100.07644604038066,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",16.0,49.0,32.0,72.0,41.0,90.0
8,10,23,7,13.11111111111111,98.5543908959197,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",45.0,76.0,56.0,87.0,79.0,98.0
7,10,17,6,30.1,101.03840839261267,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",18.0,5.0,6.0,53.0,60.0,70.0
12,10,16,12,30.444444444444443,102.94801314141137,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",10.0,77.0,94.0,50.0,45.0,89.0
21,10,49,14,21.047619047619047,100.37240078324913,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",92.0,77.0,49.0,78.0,13.0,75.0
8,10,11,8,36.888888888888886,100.33734857668932,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",95.0,52.0,94.0,30.0,19.0,22.0
14,10,32,8,15.846153846153847,106.2919801990704,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",74.0,33.0,81.0,44.0,72.0,44.0
12,10,28,8,22.25,103.49776401239238,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",57.0,18.0,94.0,84.0,42.0,66.0
6,10,15,5,32.5,100.06649167857374,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'acantilado', 'sabana', 'pantano'}",57.0,40.0,31.0,25.0,98.0,91.0
14,10,28,10,26.571428571428573,100.41384128977862,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",71.0,83.0,47.0,54.0,23.0,18.0
7,10,23,5,32.25,100.90238038979419,"{'lluvioso', 'tormenta', 'soleado'}","{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",22.0,83.0,73.0,54.0,75.0,76.0
4,10,16,4,22.166666666666668,100.08820144957194,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",53.0,39.0,87.0,18.0,51.0,42.0
9,10,21,6,31.285714285714285,100.33809237988483,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",49.0,47.0,72.0,87.0,70.0,56.0
9,10,23,5,21.8,100.70870124001858,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",96.0,71.0,86.0,31.0,93.0,82.0
7,10,21,5,24.77777777777778,101.58932157356512,"{'lluvioso', 'tormenta', 'soleado'}","{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",64.0,60.0,53.0,49.0,98.0,38.0
9,10,27,8,15.4,101.51158711551734,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",61.0,69.0,77.0,27.0,62.0,17.0
12,10,47,12,12.48,100.4784141597931,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",41.0,53.0,31.0,57.0,14.0,42.0
10,10,34,7,16.916666666666668,100.52406705053609,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",76.0,65.0,58.0,71.0,61.0,16.0
14,10,22,13,28.75,102.16231573830484,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",81.0,35.0,96.0,45.0,42.0,48.0
5,10,15,4,27.428571428571427,100.0333311229854,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",27.0,13.0,70.0,83.0,78.0,37.0
7,10,20,6,34.833333333333336,103.99712678161193,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",70.0,81.0,56.0,44.0,67.0,8.0
9,10,20,9,15.923076923076923,102.36264654821872,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",43.0,53.0,94.0,82.0,33.0,64.0
7,10,36,6,13.875,99.57240294745071,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",21.0,58.0,70.0,67.0,84.0,85.0
9,10,21,6,26.428571428571427,97.5724441781861,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'acantilado', 'sabana', 'pantano'}",6.0,72.0,44.0,6.0,75.0,23.0
6,10,15,6,25.166666666666668,100.02368252866914,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",17.0,18.0,30.0,80.0,58.0,49.0
8,10,13,8,41.0,99.9636534473745,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",41.0,40.0,66.0,42.0,19.0,73.0
7,10,22,7,23.666666666666668,100.49055257172004,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",88.0,89.0,6.0,85.0,19.0,11.0
15,10,42,9,11.321428571428571,101.71989990206737,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",76.0,30.0,9.0,39.0,23.0,62.0
13,10,54,8,12.483870967741936,101.71882016582587,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",14.0,18.0,19.0,48.0,27.0,58.0
12,10,23,10,17.0,100.22022905420907,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",51.0,58.0,39.0,45.0,6.0,45.0
10,10,33,7,17.76923076923077,104.71677500425244,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",34.0,89.0,36.0,45.0,50.0,7.0
10,10,33,9,21.294117647058822,99.92997888686108,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",95.0,99.0,50.0,67.0,14.0,16.0
7,10,23,5,24.2,100.743207012718,"{'lluvioso', 'tormenta'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",13.0,41.0,42.0,39.0,75.0,90.0
10,10,38,8,18.0,101.87791123605739,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",15.0,96.0,47.0,71.0,27.0,71.0
10,10,16,9,35.5,100.12404198496547,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",52.0,6.0,83.0,53.0,58.0,39.0
17,10,29,11,19.526315789473685,103.49689769912574,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",21.0,75.0,36.0,94.0,51.0,36.0
9,10,36,7,9.9,100.87266030867038,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'sabana', 'acantilado', 'pantano', 'pradera'}",57.0,17.0,18.0,68.0,81.0,57.0
11,10,13,11,47.166666666666664,101.06690715059462,"{'lluvioso', 'tormenta', 'soleado'}","{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",25.0,69.0,59.0,71.0,16.0,79.0
7,10,17,7,37.0,106.07584930098812,"{'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",71.0,43.0,59.0,93.0,41.0,44.0
5,10,13,5,43.57142857142857,100.1396860726401,"{'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",36.0,72.0,72.0,66.0,41.0,32.0
13,10,43,11,13.944444444444445,100.3273159912733,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",7.0,7.0,31.0,65.0,30.0,60.0
4,10,16,4,16.2,101.02781602879041,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",71.0,7.0,8.0,31.0,91.0,86.0
14,10,53,11,10.041666666666666,101.19987510505773,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",62.0,73.0,17.0,33.0,24.0,68.0
6,10,20,5,34.5,100.19630395390362,"{'tormenta', 'soleado'}","{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",16.0,56.0,26.0,93.0,32.0,83.0
11,10,35,10,23.733333333333334,101.83542310800745,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",6.0,43.0,32.0,78.0,37.0,7.0
8,10,13,7,30.571428571428573,98.6045832739277,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",33.0,69.0,72.0,73.0,69.0,23.0
5,10,10,5,44.4,100.1420538627215,"{'lluvioso', 'soleado'}","{'pradera', 'agua', 'sabana'}",6.0,17.0,82.0,25.0,91.0,84.0
6,10,13,6,38.0,100.22389573749311,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'sabana', 'pantano'}",21.0,64.0,21.0,66.0,10.0,26.0
14,10,28,12,21.285714285714285,100.88150338382468,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",64.0,37.0,59.0,49.0,47.0,51.0
15,10,42,12,13.8,100.95933281335599,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",78.0,67.0,19.0,76.0,12.0,23.0
14,10,45,13,12.478260869565217,101.80230313526934,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",31.0,82.0,7.0,26.0,22.0,65.0
6,10,19,5,15.2,107.06575564073788,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",89.0,67.0,41.0,27.0,77.0,15.0
6,10,21,4,19.363636363636363,100.95737076360946,"{'lluvioso', 'tormenta', 'soleado'}","{'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",80.0,65.0,37.0,61.0,80.0,86.0
6,10,14,5,35.857142857142854,100.47553885972158,"{'lluvioso', 'tormenta', 'soleado'}","{'pradera', 'agua', 'sabana', 'pantano'}",11.0,31.0,99.0,10.0,48.0,60.0
8,10,35,5,11.952380952380953,105.0775323547623,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",53.0,49.0,69.0,23.0,94.0,26.0
7,10,27,5,14.142857142857142,100.55464684285539,"{'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",87.0,29.0,13.0,72.0,86.0,8.0
8,10,35,6,19.8125,102.70630392700201,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",26.0,23.0,92.0,62.0,60.0,85.0
6,10,10,6,38.0,106.3794742562056,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'pradera', 'sabana', 'pantano'}",98.0,23.0,97.0,40.0,84.0,77.0
9,10,35,7,13.444444444444445,101.88692981254212,"{'lluvioso', 'tormenta', 'soleado'}","{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",50.0,47.0,89.0,24.0,60.0,61.0
7,10,19,7,26.09090909090909,100.69266622519707,{'soleado'},"{'desierto', 'agua', 'sabana', 'pantano', 'pradera'}",92.0,55.0,16.0,80.0,55.0,44.0
7,10,20,5,27.571428571428573,102.5223983299367,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",94.0,27.0,46.0,37.0,78.0,97.0
7,10,22,7,38.666666666666664,104.31441953602112,{'soleado'},"{'pradera', 'sabana', 'pantano'}",11.0,16.0,16.0,40.0,47.0,51.0
14,10,18,14,29.2,101.55576805034612,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",61.0,55.0,53.0,90.0,8.0,92.0
8,10,24,5,20.8,106.97252852418836,{'soleado'},"{'desierto', 'pradera', 'sabana', 'pantano'}",42.0,78.0,17.0,8.0,90.0,55.0
8,10,12,6,27.5,102.16815589693825,{'soleado'},"{'pradera', 'sabana', 'pantano'}",80.0,7.0,36.0,72.0,46.0,28.0
17,10,10,17,36.2,97.29164814748722,{'soleado'},"{'desierto', 'pradera', 'sabana', 'pantano'}",79.0,15.0,46.0,41.0,27.0,75.0
8,10,30,5,10.8,100.9586682098406,{'soleado'},"{'desierto', 'pradera', 'sabana', 'pantano'}",69.0,98.0,38.0,7.0,33.0,14.0
9,10,36,5,11.071428571428571,101.75117374667255,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",50.0,15.0,72.0,23.0,86.0,17.0
16,10,42,11,14.9,100.27621961700666,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",44.0,67.0,45.0,59.0,16.0,58.0
12,10,39,8,15.352941176470589,101.52877418851673,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",76.0,87.0,79.0,49.0,49.0,58.0
9,10,34,6,15.0,100.84896785093811,{'soleado'},"{'desierto', 'agua', 'sabana', 'acantilado', 'pantano', 'pradera'}",41.0,95.0,38.0,32.0,53.0,83.0
7,10,20,6,25.142857142857142,101.22774843405355,{'soleado'},"{'pradera', 'agua', 'sabana', 'pantano'}",65.0,11.0,47.0,7.0,57.0,75.0
3,10,14,3,34.666666666666664,100.00788454917887,{'soleado'},"{'pradera', 'sabana', 'pantano'}",7.0,80.0,89.0,54.0,51.0,71.0
